id,japones,hiragana,romaji,traduccion
6347,刻,きざむ / じこくひょう,kizamu / jikokuhyou,picar finamente / horario
6348,割,わりと / わりに,wari to / wari ni,relativamente / bastante para lo que
6349,力,どりょくか / ふうりょくはつでん,doryokuka / fuuryoku hatsuden,persona esforzada / energía eólica
6350,務,ぎむ / こうむいん,gimu / koumuin,obligación / funcionario público
6351,勤,てんきん / きゅうじつしゅっきん,tenkin / kyuujitsu shukkin,traslado laboral / trabajar en día festivo
6352,千,さんぜん / はっせん,sanzen / hassen,tres mil / ocho mil
6353,午,ごぜん / ごご,gozen / gogo,a. m. / p. m.
6354,友,ともだち / しんゆう,tomodachi / shin'yuu,amigo / amigo íntimo
6355,反,はんせいする / いはん,hansei suru / ihan,reflexionar sobre errores / infracción
6356,可,じぞくかのう / かねんごみ,jizoku kanou / kanen gomi,(na) sostenible / basura combustible
6357,号,しんごう / あんしょうばんごう,shingou / anshou bangou,semáforo / número PIN o contraseña
6358,同,どうりょう / おなじあなのむじな,douryou / onaji ana no mujina,colega / ser del mismo paño
6359,名,ゆうめい / めいしょ,yuumei / meisho,(na) famoso / lugar famoso
6360,吐,はきけ / はきけがする,hakike / hakike ga suru,náusea / tener náuseas
6361,君,きみ / くん,kimi / kun,tú informal / sufijo -kun
6362,否,あんぴかくにん,anpi kakunin,confirmación de seguridad tras desastre
6363,告,ひなんかんこく / けいこく,hinan kankoku / keikoku,recomendación de evacuación / advertencia
6364,商,しょうてんがい / しょうひん,shoutengai / shouhin,calle comercial / producto
6365,問,もんだい / とい,mondai / toi,problema / pregunta o cuestión
6366,喫,きっさてん / きつえんしつ,kissaten / kitsuenshitsu,cafetería / sala para fumadores
6367,回,げんじょうかいふく / かいらんばん,genjou kaifuku / kairanban,restauración al estado original / tablón de anuncios circulante
6368,園,どうぶつえん / ガーデニング / えんげい,doubutsuen / gaadeningu / engei,zoológico / jardinería / horticultura
6369,土,どようび / どじょうおせん,doyoubi / dojou osen,sábado / contaminación del suelo
6370,型,たいけい / かみがた,taikei / kamigata,complexión o tipo de cuerpo / peinado
6410,期,ていきよきん / ていきけん,teiki yokin / teikiken,depósito a plazo fijo / abono de transporte
6411,杖,つえ,tsue,bastón
6412,来,らいしゅう / らいねん,raishuu / rainen,la próxima semana / el próximo año
6413,林,はやし / しんりんはかい,hayashi / shinrin hakai,arboleda / deforestación
6414,校,せんもんがっこう / こうちょう,senmon gakkou / kouchou,escuela de formación profesional / director de escuela
6415,格,せいかく / ごうかくする,seikaku / goukaku suru,carácter o personalidad / aprobar un examen
6416,極,せっきょくてき / しょうきょくてき,sekkyokuteki / shoukyokuteki,(na) activo o proactivo / (na) pasivo o negativo
6417,次,つぎに,tsugi ni,luego; a continuación
6418,止,とまる / きんし,tomaru / kinshi,pararse o detenerse / prohibición
6419,正,しょうじき / おしょうがつ,shoujiki / oshougatsu,(na) honesto o sincero / Año Nuevo
6420,歯,しか / はいしゃ / はみがきこ,shika / haisha / hamigakiko,odontología / dentista / dentífrico
6421,歴,りれきしょ,rirekisho,currículum vitae
6422,母,おかあさん / ははのひ,okaasan / haha no hi,madre / Día de la Madre
6423,池,でんち / バッテリー,denchi / batterii,pila / batería
6424,法,ほうほう / ぶんぽう,houhou / bunpou,método / gramática
6425,洗,トイレ / おてあらい / せんめんじょ,toire / otearai / senmenjo,baño / servicio / lavabo
6426,派,はで / はけんしゃいん,hade / hakenshain,(na) llamativo o vistoso / empleado temporal
6427,流,じょうりゅう / かりゅう,jouryuu / karyuu,curso alto de un río / curso bajo de un río
6428,液,けつえきけんさ / にゅうえき,ketsueki kensa / nyuueki,análisis de sangre / emulsión o leche hidratante
6429,演,えんしゅつ / えんそうかい,enshutsu / ensoukai,dirección escénica / concierto o recital
6430,焦,こげる / こがす,kogeru / kogasu,quemarse / quemar al cocinar
6431,焼,むねやけ / やけいしにみず,munayake / yakeishi ni mizu,ardor de estómago / como echar agua en piedra caliente
6432,煙,きんえんしつ / きつえんしつ,kin'enshitsu / kitsuenshitsu,sala de no fumadores / sala para fumadores
6433,父,おとうさん / ちちのひ,otousan / chichi no hi,padre / Día del Padre
6434,状,しょうじょう / げんじょうかいふく,shoujou / genjou kaifuku,síntoma / restauración al estado original
6435,玄,げんかん,genkan,entrada; vestíbulo donde se dejan los zapatos
6436,現,VR / AR,bui aa / ee aa,realidad virtual / realidad aumentada
6437,病,おくびょう / うつびょう,okubyou / utsubyou,(na) cobarde / depresión clínica
6438,痛,ふくつう / みみがいたい,fukutsuu / mimi ga itai,dolor abdominal / doler oír algo
6439,盛,もりつける / もる,moritsukeru / moru,emplatar o servir / exagerar o adornar una historia
6440,直,しょうじき / すなお,shoujiki / sunao,(na) honesto o sincero / (na) dócil u obediente
6441,省,はんせいする / しょうエネ,hansei suru / shou-ene,reflexionar sobre errores / ahorro de energía
6442,砂,さとう / さばくか,satou / sabakuka,azúcar / desertificación
6443,示,てんじかい / ひなんしじ,tenjikai / hinan shiji,exposición / orden de evacuación
6445,神,じんじゃ / みこし,jinja / mikoshi,santuario sintoísta / santuario portátil
6446,祭,しゅくじつ / さいじつ / ひなまつり,shukujitsu / saijitsu / hinamatsuri,día festivo / fiesta nacional / Festival de las Muñecas
6447,禁,きんし / きんえんしつ,kinshi / kin'enshitsu,prohibición / sala de no fumadores
6448,秘,べんぴ / ひしょ,benpi / hisho,estreñimiento / secretario o secretaria
6449,税,しょうひぜい,shouhizei,impuesto sobre el consumo
6450,種,よぼうせっしゅ / ぜつめつきぐしゅ,yobou sesshu / zetsumetsu kigushu,vacunación / especie en peligro de extinción
6451,空,こうくうけん / くうしつ,koukuuken / kuushitsu,billete de avión / habitación libre
6452,笑,わらう / ほほえむ,warau / hohoemu,reír / sonreír
6453,管,かんりにん / かんりがいしゃ,kanrinin / kanri gaisha,conserje o administrador / empresa administradora
6454,節,きせつ / せつぶん,kisetsu / setsubun,estación del año / Setsubun
6455,粧,けしょうひん / けしょうすい,keshouhin / keshousui,cosméticos / loción tónica
6456,紅,こうちゃ / くちべに / リップ,koucha / kuchibeni / rippu,té negro / pintalabios / labial
6457,納,なっとく / なっとう,nattoku / nattou,comprensión o aceptación / natto
6458,絵,かいが / あぶらえ,kaiga / aburae,pintura / pintura al óleo
6459,翻,ほんやく / ほんやくか,hon'yaku / hon'yakuka,traducción escrita / traductor o traductora
6460,耳,じびか / みみがいたい,jibika / mimi ga itai,otorrinolaringología / doler oír algo
6461,聴,ちょうかい / リスニング / じじょうちょうしゅ,choukai / risuningu / jijou choushu,comprensión auditiva / listening / toma de declaración
6462,職,しょくぎょう / たいしょくしゃ,shokugyou / taishokusha,profesión / jubilado o retirado
6463,育,たいいく / きょういく,taiiku / kyouiku,educación física / educación
6464,腹,おなか / ふくつう,onaka / fukutsuu,vientre o estómago / dolor abdominal
6465,舞,かぶき / ぶよう,kabuki / buyou,kabuki / danza
6466,良,きぶんがいい / しょうかふりょう,kibun ga ii / shoukafuryou,sentirse bien / indigestión
6467,色,いろいろ / ちゃいろい / ちゃいろ,iroiro / chairoi / chairo,varios / marrón / color marrón
6468,英,えいご,eigo,idioma inglés
6470,表,はっぴょうする / じこくひょう,happyou suru / jikokuhyou,anunciar o presentar / horario
6471,被,ひがい / ひさいしゃ,higai / hisaisha,daño o perjuicio / damnificado o víctima de desastre
6472,親,しんせつ / しんゆう,shinsetsu / shin'yuu,(na) amable / mejor amigo
6473,証,けんこうほけんしょう / あんしょうばんごう,kenkou hokenshou / anshou bangou,tarjeta del seguro médico / número PIN o contraseña
6474,詰,はなづまり / につまる,hanazumari / nitsumaru,congestión nasal / reducirse al cocer
6475,読,どっかい / きどくする,dokkai / kidoku suru,comprensión lectora / leer un mensaje y no responder
6476,誰,だれ / だれか,dare / dareka,quién / alguien
6477,課,かだい / かちょう,kadai / kachou,tarea o desafío / jefe de sección
6478,輩,せんぱい / こうはい,senpai / kouhai,senior o veterano / junior o novato
6479,輸,ゆしゅつ / ゆにゅう,yushutsu / yunyuu,exportación / importación
6480,辞,おせじ / でんしじしょ,oseji / denshi jisho,cumplido / diccionario electrónico
6481,返,フライがえし / へんしんする,furaigaeshi / henshin suru,espátula / responder a un mensaje
6482,迷,まいご / まいごセンター,maigo / maigo sentaa,niño perdido / centro de niños perdidos
6483,透,とうめい,toumei,(na) transparente
6484,達,ともだち / じょうたつする,tomodachi / joutatsu suru,amigo / mejorar en una habilidad
6485,違,まちがい / いはん,machigai / ihan,error o equivocación / infracción
6488,都,つごうがいい / とし,tsugou ga ii / toshi,venir bien o convenir / ciudad grande
6489,重,じゅうよう / たいじゅうけい,juuyou / taijuukei,(na) importante / báscula
6490,長,こうちょう / かちょう,kouchou / kachou,director o directora / jefe de sección
6491,陽,たいようこうはつでん / ようき / いんき,taiyoukou hatsuden / youki / inki,energía solar fotovoltaica / persona extrovertida / persona introvertida
6492,障,こしょう / しょうじ,koshou / shouji,avería / puerta corrediza de papel
6493,雑,ふくざつ / ぞうきんでふく,fukuzatsu / zoukin de fuku,(na) complicado / limpiar con un trapo húmedo
6494,雨,つゆ / ばいう / あまど,tsuyu / baiu / amado,temporada de lluvias / temporada de lluvias / contraventana corrediza exterior
6495,静,しずか / れいせい,shizuka / reisei,(na) tranquilo o silencioso / (na) calmado o sereno
6496,非,ひじょうじたい / ひじょうに,hijou jitai / hijou ni,situación de emergencia / extremadamente; muy
6497,願,もういちどおねがいします / ゆっくりおねがいします,mou ichido onegaishimasu / yukkuri onegaishimasu,otra vez por favor / más despacio por favor
6498,類,ほにゅうるい / めんるい,honyuurui / menrui,mamífero / fideos
6499,駅,えき / えきいん,eki / ekiin,estación / empleado de estación
6501,鳥,とり / いっせきにちょう,tori / isseki nichou,pájaro / matar dos pájaros de un tiro
6502,鼻,はなづまり / じびか,hanazumari / jibika,congestión nasal / otorrinolaringología
6503,万,ひゃくまん,hyakuman,un millón
6504,世,おせじ,oseji,cumplido
6505,乏,びんぼう,binbou,(na) pobre
6506,九,きゅう / く,kyuu / ku,nueve
6507,争,いいあらそい,iiarasoi,discusión; altercado verbal
6508,五,しちごさん,shichigosan,festival para niños de 3, 5 y 7 años
6509,井,てんじょう,tenjou,techo interior
6510,仮,VR,bui aa,realidad virtual
6511,仲,なかま,nakama,compañero; camarada; miembro del grupo
6512,件,じけん,jiken,incidente; caso policial
6513,任,むせきにん,musekinin,(na) irresponsable
6514,企,きぎょう,kigyou,empresa; corporación
6515,伎,かぶき,kabuki,kabuki; teatro tradicional japonés
6516,似,にあいますね,niaimasu ne,te queda muy bien
6517,余,あまる,amaru,sobrar; quedar de más
6518,係,かんけい,kankei,relación; conexión
6519,傷,すりきず,surikizu,rasguño; raspadura
6520,働,ろうどうしゃ,roudousha,trabajador; obrero
6521,僚,どうりょう,douryou,colega; compañero de trabajo
6522,億,いちおく,ichioku,cien millones
6523,児,しょうにか,shounika,pediatría
6524,共,きょうえきひ,kyouekihi,gastos comunes
6525,冊,さつ,satsu,contador para libros y revistas
6526,処,しょほうせん,shohousen,receta médica
6527,初,はつのりりょうきん,hatsunori ryoukin,bajada de bandera; tarifa inicial del taxi
6528,判,さいばんかん,saibankan,juez
6529,剤,やくざいし,yakuzaishi,farmacéutico
6530,創,ばんそうこうをはる,bansoukou o haru,ponerse una tirita o curita
6531,劇,げきじょう,gekijou,teatro (edificio)
6532,功,せいこうする,seikou suru,tener éxito
6533,助,-,-,Joshi)
6534,努,どりょくか,doryokuka,trabajador/a; esforzado/a
6535,労,ろうどうしゃ,roudousha,trabajador/a; obrero/a
6536,勇,ゆうかん,yuukan,(na) valiente
6537,勘,かん,kan,intuición; corazonada
6538,勧,ひなんかんこく,hinan kankoku,recomendación de evacuación
6539,匹,ひき,hiki,contador para animales pequeños
6540,半,はんとう,hantou,península
6541,単,かんたん,kantan,(na) fácil; simple
6542,博,はくぶつかん,hakubutsukan,museo (general)
6543,厚,のうこう,noukou,(na) rico; denso; concentrado (sabor)
6544,原,げんじょうかいふく,genjou kaifuku,restauración al estado original
6545,去,きょねん,kyonen,año pasado
6546,向,むこう,mukou,al otro lado; allí
6547,周,しゅうへんきき,shuuhen kiki,periféricos
6548,呼,よぶ,yobu,llamar
6549,哺,ほにゅうるい,honyuurui,mamífero
6550,唾,かたずをのむ,katazu o nomu,contener la respiración
6551,喧,けんか,kenka,pelea; riña
6552,営,じえいぎょう,jieigyou,autónomo; negocio propio
6553,嘩,けんか,kenka,pelea; riña
6554,噌,みそ,miso,miso (pasta de soja fermentada)
6555,噴,ふんかする,funka suru,hacer erupción
6556,四,よん / し,yon / shi,cuatro
6557,図,ろせんず,rosenzu,mapa de líneas; plano de red
6558,基,きほんてき,kihonteki,(na) básico; fundamental
6559,堂,しょくどう,shokudou,comedor; cafetería
6560,塗,くすりをぬる,kusuri o nuru,aplicar medicina
6561,壌,どじょうおせん,dojou osen,contaminación del suelo
6562,多,たくさん / おおい,takusan / ooi,mucho(s); numeroso
6564,太,たいようこうはつでん,taiyoukou hatsuden,energía solar fotovoltaica
6565,奇,こうきしんがつよい,koukishin ga tsuyoi,curioso/a
6566,奏,えんそうかい,ensoukai,concierto; recital
6567,契,けいやくしゃいん,keiyakushain,empleado por contrato; temporal
6568,奥,おくさん,okusan,esposa (la esposa de otra)
6569,女,おんな,onna no ko,niña
6570,妹,いもうと,imoutosan,hermana menor (la hermana menor de otra)
6571,妻,つま,inazuma / inabikari,relámpago
6572,姉,あね,oneesan,hermana mayor (la hermana mayor de otra)
6573,婚,こんやくしゃ,kon'yakusha,prometido/a
6574,嬉,うれしい,ureshii,feliz; contento
6575,季,きせつ,kisetsu,estación
6577,宗,しゅうきょう,shuukyou,religión
6578,客,かんきゃく,kankyaku,público; espectador
6579,容,びよういん / ヘアサロン,biyouin / hea saron,peluquería; salón de belleza
6580,寂,さびしい,sabishii,solitario; triste
6581,寒,さむい,samui,frío
6582,審,にゅうこくしんさ,nyuukoku shinsa,control de inmigración
6583,寮,りょう,ryou,residencia
6584,専,せんもんがっこう,senmon gakkou,escuela de formación profesional
